reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,2.0,1.6441801726838503,1.5555556,0.6963056923301026
,,,,,,,,5.5,1.6817526508628735,1.2222222,0.6509997254081991
,,,,,,,,2.0,1.466372461662861,1.8888888,0.6385102557797007
,,,,,,,,2.0,1.6994049080938392,1.0,0.6692954620146089
,,,,,,,,3.0,1.513411522793781,1.5555556,0.749778087721604
,,,,,,,,3.0,1.4689006426806315,1.3333334,0.7289958608030439
,,,,,,,,6.5,1.6363474822049953,1.6666666,0.6989179072983566
,,,,,,,,4.5,1.8127518051272116,2.0,0.6378500769350284
,,,,,,,,3.5,1.8112993661002872,1.5555556,0.694307447670486
,,,,,,,,2.5,1.7458816498930845,1.6666666,0.7510507193086875
,,,,,,,,4.5,1.8595031620810842,1.2222222,0.7453467032114867
,,,,,,,,3.0,1.7092619927324637,1.5555556,0.7344024302408726
,,,,,,,,7.0,1.85444364611857,1.6666666,0.7386548602610884
,,,,,,,,5.0,1.8527123688014584,1.1111112,0.7392247992429102
,,,,,,,,5.0,1.9220350828890613,1.0,0.6951976412314699
,,,,,,,,6.0,1.6327530498722957,1.4444444,0.69200879113262
,,,,,,,,3.0,1.8171755991266523,1.0,0.6498078412583921
,,,,,,,,0.0,1.3503463728734328,1.0,0.7161877447719542
,,,,,,,,0.0,1.4746276713162625,1.5555556,0.6813155282293819
,,,,,,,,3.5,1.4950019551721923,1.1111112,0.6540115954452637
,,,,,,,,2.0,1.7194611725617492,1.0,0.684124345164648
,,,,,,,,5.0,2.142576056599632,1.5555556,0.6919929874507782
,,,,,,,,2.5,1.6069516219340703,1.5555556,0.6959400855848494
,,,,,,,,3.5,2.2765520181259147,1.8888888,0.6432208029815947
,,,,,,,,5.0,1.932429117967247,2.0,0.7557261553025036
,,,,,,,,3.5,1.9780924717847175,1.7777778,0.7052909172223879
,,,,,,,,3.0,1.888798085375455,1.1111112,0.6805045888400906
,,,,,,,,1.0,2.030419643415994,1.3333334,0.7127330739508084
,,,,,,,,2.0,1.932689728089765,0.8888889,0.6891522512801445
,,,,,,,,3.5,2.091807473671939,1.6666666,0.7037579128280795
,,,,,,,,6.5,2.2957488456749457,0.8888889,0.6624321028167272
,,,,,,,,7.0,2.2268860979127174,1.8888888,0.7047811543586022
,,,,,,,,3.5,2.0765336141923454,1.6666666,0.6348259103748864
,,,,,,,,5.0,2.204464806265437,1.2222222,0.6472739376999328
,,,,,,,,5.5,2.3784314796156116,1.6666666,0.6730169582845393
,,,,,,,,3.5,2.164595109784911,0.44444445,0.6172420599006467
,,,,,,,,3.0,2.3100201758841363,1.5555556,0.60053429720314
,,,,,,,,3.0,2.190598366534675,1.0,0.577570293841375
,,,,,,,,3.0,2.1652236794011754,1.4444444,0.677977939485765
,,,,,,,,4.0,2.1645885920274432,2.0,0.6625081374681168
,,,,,,,,2.0,2.189111665849709,1.7777778,0.6163951125605679
,,,,,,,,6.5,2.1539626507466876,1.4444444,0.5614984351929095
,,,,,,,,5.0,2.726757460044087,1.4444444,0.5094358238172938
,,,,,,,,3.0,1.9902338777823552,1.5555556,0.501375872395045
,,,,,,,,3.5,2.181211451275446,1.3333334,0.6687339228979964
,,,,,,,,3.0,2.213469878527108,1.3333334,0.6684938583487463
,,,,,,,,2.0,2.288900710348012,1.6666666,0.6122265114171481
,,,,,,,,4.5,2.2027370633722008,1.7777778,0.6136650406569207
